O_Code,O_Name,D_Name,D_Code,Commuters
E02001679,Sheffield 069,Barnsley 006,E02001514,2
E02006844,Sheffield 074,Barnsley 006,E02001514,6
E02006868,Sheffield 075,Barnsley 006,E02001514,2
E02001509,Barnsley 001,Barnsley 007,E02001515,77
E02001510,Barnsley 002,Barnsley 007,E02001515,100
E02001511,Barnsley 003,Barnsley 007,E02001515,52
E02001512,Barnsley 004,Barnsley 007,E02001515,61
E02001513,Barnsley 005,Barnsley 007,E02001515,48
E02001514,Barnsley 006,Barnsley 007,E02001515,33
E02001515,Barnsley 007,Barnsley 007,E02001515,323
E02001516,Barnsley 008,Barnsley 007,E02001515,58
E02001517,Barnsley 009,Barnsley 007,E02001515,130
E02001518,Barnsley 010,Barnsley 007,E02001515,128
E02001519,Barnsley 011,Barnsley 007,E02001515,71
E02001520,Barnsley 012,Barnsley 007,E02001515,87
E02001521,Barnsley 013,Barnsley 007,E02001515,133
E02001522,Barnsley 014,Barnsley 007,E02001515,20
E02001523,Barnsley 015,Barnsley 007,E02001515,60
E02001524,Barnsley 016,Barnsley 007,E02001515,17
E02001525,Barnsley 017,Barnsley 007,E02001515,71
E02001526,Barnsley 018,Barnsley 007,E02001515,50
E02001527,Barnsley 019,Barnsley 007,E02001515,58
E02001528,Barnsley 020,Barnsley 007,E02001515,36
E02001529,Barnsley 021,Barnsley 007,E02001515,58
E02001530,Barnsley 022,Barnsley 007,E02001515,8
E02001531,Barnsley 023,Barnsley 007,E02001515,27
E02001532,Barnsley 024,Barnsley 007,E02001515,26
E02001533,Barnsley 025,Barnsley 007,E02001515,10
E02001534,Barnsley 026,Barnsley 007,E02001515,32
E02001535,Barnsley 027,Barnsley 007,E02001515,17
E02001536,Barnsley 028,Barnsley 007,E02001515,23
E02001537,Barnsley 029,Barnsley 007,E02001515,21
E02001538,Barnsley 030,Barnsley 007,E02001515,20
E02001540,Doncaster 002,Barnsley 007,E02001515,3
E02001541,Doncaster 003,Barnsley 007,E02001515,1
E02001547,Doncaster 009,Barnsley 007,E02001515,3
E02001548,Doncaster 010,Barnsley 007,E02001515,1
E02001549,Doncaster 011,Barnsley 007,E02001515,1
E02001550,Doncaster 012,Barnsley 007,E02001515,1
E02001555,Doncaster 017,Barnsley 007,E02001515,1
E02001557,Doncaster 019,Barnsley 007,E02001515,1
E02001559,Doncaster 021,Barnsley 007,E02001515,2
E02001560,Doncaster 022,Barnsley 007,E02001515,3
E02001561,Doncaster 023,Barnsley 007,E02001515,1
E02001562,Doncaster 024,Barnsley 007,E02001515,1
E02001564,Doncaster 026,Barnsley 007,E02001515,2
E02001568,Doncaster 030,Barnsley 007,E02001515,4
E02001569,Doncaster 031,Barnsley 007,E02001515,3
E02001570,Doncaster 032,Barnsley 007,E02001515,1
E02001571,Doncaster 033,Barnsley 007,E02001515,1
E02001573,Doncaster 035,Barnsley 007,E02001515,3
E02001575,Doncaster 037,Barnsley 007,E02001515,1
E02001577,Doncaster 039,Barnsley 007,E02001515,2
E02001578,Rotherham 001,Barnsley 007,E02001515,15
E02001579,Rotherham 002,Barnsley 007,E02001515,9
E02001580,Rotherham 003,Barnsley 007,E02001515,2
E02001581,Rotherham 004,Barnsley 007,E02001515,4
E02001582,Rotherham 005,Barnsley 007,E02001515,1
E02001583,Rotherham 006,Barnsley 007,E02001515,3
E02001584,Rotherham 007,Barnsley 007,E02001515,1
E02001585,Rotherham 008,Barnsley 007,E02001515,3
E02001588,Rotherham 011,Barnsley 007,E02001515,2
E02001589,Rotherham 012,Barnsley 007,E02001515,1
E02001591,Rotherham 014,Barnsley 007,E02001515,1
E02001592,Rotherham 015,Barnsley 007,E02001515,1
E02001593,Rotherham 016,Barnsley 007,E02001515,2
E02001595,Rotherham 018,Barnsley 007,E02001515,1
E02001598,Rotherham 021,Barnsley 007,E02001515,1
E02001599,Rotherham 022,Barnsley 007,E02001515,3
E02001600,Rotherham 023,Barnsley 007,E02001515,1
E02001601,Rotherham 024,Barnsley 007,E02001515,2
E02001603,Rotherham 026,Barnsley 007,E02001515,1
E02001604,Rotherham 027,Barnsley 007,E02001515,1
E02001605,Rotherham 028,Barnsley 007,E02001515,1
E02001607,Rotherham 030,Barnsley 007,E02001515,2
E02001608,Rotherham 031,Barnsley 007,E02001515,1
E02001609,Rotherham 032,Barnsley 007,E02001515,1
E02001611,Sheffield 001,Barnsley 007,E02001515,2
E02001612,Sheffield 002,Barnsley 007,E02001515,5
E02001613,Sheffield 003,Barnsley 007,E02001515,5
E02001614,Sheffield 004,Barnsley 007,E02001515,4
E02001615,Sheffield 005,Barnsley 007,E02001515,1
E02001618,Sheffield 008,Barnsley 007,E02001515,6
E02001619,Sheffield 009,Barnsley 007,E02001515,4
E02001621,Sheffield 011,Barnsley 007,E02001515,1
E02001626,Sheffield 016,Barnsley 007,E02001515,2
E02001628,Sheffield 018,Barnsley 007,E02001515,1
E02001631,Sheffield 021,Barnsley 007,E02001515,1
E02001633,Sheffield 023,Barnsley 007,E02001515,1
E02001634,Sheffield 024,Barnsley 007,E02001515,1
E02001635,Sheffield 025,Barnsley 007,E02001515,1
E02001640,Sheffield 030,Barnsley 007,E02001515,1
E02001642,Sheffield 032,Barnsley 007,E02001515,1
E02001643,Sheffield 033,Barnsley 007,E02001515,1
E02001646,Sheffield 036,Barnsley 007,E02001515,1
E02001649,Sheffield 039,Barnsley 007,E02001515,1
E02001650,Sheffield 040,Barnsley 007,E02001515,1
E02001656,Sheffield 046,Barnsley 007,E02001515,1
E02001662,Sheffield 052,Barnsley 007,E02001515,1
E02001663,Sheffield 053,Barnsley 007,E02001515,3
E02001666,Sheffield 056,Barnsley 007,E02001515,1
E02001671,Sheffield 061,Barnsley 007,E02001515,1
E02001673,Sheffield 063,Barnsley 007,E02001515,1
E02001675,Sheffield 065,Barnsley 007,E02001515,2
E02001676,Sheffield 066,Barnsley 007,E02001515,3
E02001680,Sheffield 070,Barnsley 007,E02001515,1
E02006803,Sheffield 072,Barnsley 007,E02001515,1
E02006843,Sheffield 073,Barnsley 007,E02001515,2
E02006869,Sheffield 076,Barnsley 007,E02001515,1
E02001509,Barnsley 001,Barnsley 008,E02001516,13
E02001510,Barnsley 002,Barnsley 008,E02001516,13
E02001511,Barnsley 003,Barnsley 008,E02001516,108
E02001512,Barnsley 004,Barnsley 008,E02001516,21
E02001513,Barnsley 005,Barnsley 008,E02001516,22
E02001514,Barnsley 006,Barnsley 008,E02001516,97
E02001515,Barnsley 007,Barnsley 008,E02001516,19
E02001516,Barnsley 008,Barnsley 008,E02001516,241
E02001517,Barnsley 009,Barnsley 008,E02001516,48
E02001518,Barnsley 010,Barnsley 008,E02001516,30
E02001519,Barnsley 011,Barnsley 008,E02001516,69
E02001520,Barnsley 012,Barnsley 008,E02001516,21
E02001521,Barnsley 013,Barnsley 008,E02001516,50
E02001522,Barnsley 014,Barnsley 008,E02001516,4
E02001523,Barnsley 015,Barnsley 008,E02001516,27
E02001524,Barnsley 016,Barnsley 008,E02001516,4
E02001525,Barnsley 017,Barnsley 008,E02001516,23
E02001526,Barnsley 018,Barnsley 008,E02001516,15
E02001527,Barnsley 019,Barnsley 008,E02001516,13
E02001528,Barnsley 020,Barnsley 008,E02001516,30
E02001529,Barnsley 021,Barnsley 008,E02001516,22
E02001530,Barnsley 022,Barnsley 008,E02001516,9
E02001531,Barnsley 023,Barnsley 008,E02001516,6
E02001532,Barnsley 024,Barnsley 008,E02001516,11
E02001533,Barnsley 025,Barnsley 008,E02001516,5
E02001534,Barnsley 026,Barnsley 008,E02001516,16
E02001535,Barnsley 027,Barnsley 008,E02001516,7
E02001536,Barnsley 028,Barnsley 008,E02001516,15
E02001537,Barnsley 029,Barnsley 008,E02001516,16
E02001538,Barnsley 030,Barnsley 008,E02001516,11
E02001539,Doncaster 001,Barnsley 008,E02001516,1
E02001540,Doncaster 002,Barnsley 008,E02001516,3
E02001541,Doncaster 003,Barnsley 008,E02001516,1
E02001542,Doncaster 004,Barnsley 008,E02001516,2
E02001543,Doncaster 005,Barnsley 008,E02001516,1
E02001544,Doncaster 006,Barnsley 008,E02001516,1
E02001550,Doncaster 012,Barnsley 008,E02001516,1
E02001553,Doncaster 015,Barnsley 008,E02001516,6
E02001554,Doncaster 016,Barnsley 008,E02001516,1
E02001555,Doncaster 017,Barnsley 008,E02001516,2
E02001556,Doncaster 018,Barnsley 008,E02001516,4
E02001557,Doncaster 019,Barnsley 008,E02001516,12
E02001558,Doncaster 020,Barnsley 008,E02001516,2
E02001559,Doncaster 021,Barnsley 008,E02001516,2
E02001560,Doncaster 022,Barnsley 008,E02001516,7
E02001561,Doncaster 023,Barnsley 008,E02001516,2
E02001563,Doncaster 025,Barnsley 008,E02001516,1
E02001567,Doncaster 029,Barnsley 008,E02001516,4
E02001568,Doncaster 030,Barnsley 008,E02001516,3
E02001569,Doncaster 031,Barnsley 008,E02001516,6
E02001570,Doncaster 032,Barnsley 008,E02001516,1
E02001572,Doncaster 034,Barnsley 008,E02001516,1
E02001573,Doncaster 035,Barnsley 008,E02001516,3
E02001574,Doncaster 036,Barnsley 008,E02001516,3
E02001575,Doncaster 037,Barnsley 008,E02001516,1
E02001577,Doncaster 039,Barnsley 008,E02001516,1
E02001578,Rotherham 001,Barnsley 008,E02001516,8
E02001579,Rotherham 002,Barnsley 008,E02001516,2
E02001580,Rotherham 003,Barnsley 008,E02001516,4
E02001581,Rotherham 004,Barnsley 008,E02001516,8
E02001582,Rotherham 005,Barnsley 008,E02001516,2
E02001583,Rotherham 006,Barnsley 008,E02001516,2
E02001584,Rotherham 007,Barnsley 008,E02001516,2
E02001585,Rotherham 008,Barnsley 008,E02001516,3
E02001586,Rotherham 009,Barnsley 008,E02001516,4
E02001587,Rotherham 010,Barnsley 008,E02001516,1
E02001588,Rotherham 011,Barnsley 008,E02001516,3
E02001589,Rotherham 012,Barnsley 008,E02001516,1
E02001590,Rotherham 013,Barnsley 008,E02001516,1
E02001591,Rotherham 014,Barnsley 008,E02001516,3
E02001592,Rotherham 015,Barnsley 008,E02001516,3
E02001593,Rotherham 016,Barnsley 008,E02001516,2
E02001594,Rotherham 017,Barnsley 008,E02001516,2
E02001595,Rotherham 018,Barnsley 008,E02001516,2
E02001596,Rotherham 019,Barnsley 008,E02001516,1
E02001598,Rotherham 021,Barnsley 008,E02001516,2
E02001599,Rotherham 022,Barnsley 008,E02001516,1
E02001600,Rotherham 023,Barnsley 008,E02001516,1
E02001602,Rotherham 025,Barnsley 008,E02001516,2
E02001603,Rotherham 026,Barnsley 008,E02001516,1
E02001604,Rotherham 027,Barnsley 008,E02001516,2
E02001605,Rotherham 028,Barnsley 008,E02001516,1
E02001606,Rotherham 029,Barnsley 008,E02001516,2
E02001607,Rotherham 030,Barnsley 008,E02001516,1
E02001609,Rotherham 032,Barnsley 008,E02001516,1
E02001612,Sheffield 002,Barnsley 008,E02001516,1
E02001613,Sheffield 003,Barnsley 008,E02001516,3
E02001614,Sheffield 004,Barnsley 008,E02001516,4
E02001616,Sheffield 006,Barnsley 008,E02001516,2
E02001618,Sheffield 008,Barnsley 008,E02001516,1
E02001619,Sheffield 009,Barnsley 008,E02001516,1
E02001623,Sheffield 013,Barnsley 008,E02001516,2
E02001624,Sheffield 014,Barnsley 008,E02001516,1
E02001627,Sheffield 017,Barnsley 008,E02001516,1
E02001630,Sheffield 020,Barnsley 008,E02001516,1
E02001632,Sheffield 022,Barnsley 008,E02001516,2
E02001637,Sheffield 027,Barnsley 008,E02001516,1
E02001638,Sheffield 028,Barnsley 008,E02001516,1
E02001642,Sheffield 032,Barnsley 008,E02001516,1
E02001646,Sheffield 036,Barnsley 008,E02001516,1
E02001647,Sheffield 037,Barnsley 008,E02001516,2
E02001650,Sheffield 040,Barnsley 008,E02001516,1
E02001651,Sheffield 041,Barnsley 008,E02001516,3
E02001652,Sheffield 042,Barnsley 008,E02001516,1
E02001657,Sheffield 047,Barnsley 008,E02001516,1
E02001661,Sheffield 051,Barnsley 008,E02001516,1
E02001663,Sheffield 053,Barnsley 008,E02001516,1
E02001666,Sheffield 056,Barnsley 008,E02001516,1
E02001673,Sheffield 063,Barnsley 008,E02001516,1
E02001680,Sheffield 070,Barnsley 008,E02001516,1
E02006803,Sheffield 072,Barnsley 008,E02001516,1
E02006844,Sheffield 074,Barnsley 008,E02001516,1
E02006868,Sheffield 075,Barnsley 008,E02001516,4
E02006869,Sheffield 076,Barnsley 008,E02001516,1
E02001509,Barnsley 001,Barnsley 009,E02001517,21
E02001510,Barnsley 002,Barnsley 009,E02001517,24
E02001511,Barnsley 003,Barnsley 009,E02001517,18
E02001512,Barnsley 004,Barnsley 009,E02001517,20
E02001513,Barnsley 005,Barnsley 009,E02001517,15
E02001514,Barnsley 006,Barnsley 009,E02001517,12
E02001515,Barnsley 007,Barnsley 009,E02001517,55
E02001516,Barnsley 008,Barnsley 009,E02001517,20
E02001517,Barnsley 009,Barnsley 009,E02001517,163
E02001518,Barnsley 010,Barnsley 009,E02001517,48
E02001519,Barnsley 011,Barnsley 009,E02001517,46
E02001520,Barnsley 012,Barnsley 009,E02001517,25
E02001521,Barnsley 013,Barnsley 009,E02001517,48
E02001522,Barnsley 014,Barnsley 009,E02001517,5
E02001523,Barnsley 015,Barnsley 009,E02001517,27
E02001524,Barnsley 016,Barnsley 009,E02001517,6
E02001525,Barnsley 017,Barnsley 009,E02001517,21
E02001526,Barnsley 018,Barnsley 009,E02001517,21
E02001527,Barnsley 019,Barnsley 009,E02001517,11
E02001528,Barnsley 020,Barnsley 009,E02001517,17
E02001529,Barnsley 021,Barnsley 009,E02001517,12
E02001530,Barnsley 022,Barnsley 009,E02001517,3
E02001531,Barnsley 023,Barnsley 009,E02001517,8
E02001532,Barnsley 024,Barnsley 009,E02001517,8
E02001533,Barnsley 025,Barnsley 009,E02001517,1
E02001534,Barnsley 026,Barnsley 009,E02001517,16
E02001535,Barnsley 027,Barnsley 009,E02001517,5
E02001536,Barnsley 028,Barnsley 009,E02001517,9
E02001537,Barnsley 029,Barnsley 009,E02001517,5
E02001538,Barnsley 030,Barnsley 009,E02001517,6
E02001544,Doncaster 006,Barnsley 009,E02001517,2
E02001545,Doncaster 007,Barnsley 009,E02001517,1
E02001551,Doncaster 013,Barnsley 009,E02001517,1
E02001554,Doncaster 016,Barnsley 009,E02001517,3
E02001556,Doncaster 018,Barnsley 009,E02001517,1
E02001558,Doncaster 020,Barnsley 009,E02001517,1
E02001559,Doncaster 021,Barnsley 009,E02001517,1
E02001565,Doncaster 027,Barnsley 009,E02001517,1
E02001566,Doncaster 028,Barnsley 009,E02001517,1
E02001568,Doncaster 030,Barnsley 009,E02001517,1
E02001570,Doncaster 032,Barnsley 009,E02001517,3
E02001573,Doncaster 035,Barnsley 009,E02001517,1
E02001574,Doncaster 036,Barnsley 009,E02001517,1
E02001578,Rotherham 001,Barnsley 009,E02001517,3
E02001579,Rotherham 002,Barnsley 009,E02001517,3
E02001580,Rotherham 003,Barnsley 009,E02001517,1
E02001585,Rotherham 008,Barnsley 009,E02001517,1
E02001586,Rotherham 009,Barnsley 009,E02001517,2
E02001587,Rotherham 010,Barnsley 009,E02001517,2
E02001595,Rotherham 018,Barnsley 009,E02001517,1
E02001597,Rotherham 020,Barnsley 009,E02001517,1
E02001598,Rotherham 021,Barnsley 009,E02001517,2
E02001602,Rotherham 025,Barnsley 009,E02001517,1
E02001604,Rotherham 027,Barnsley 009,E02001517,2
E02001607,Rotherham 030,Barnsley 009,E02001517,1
E02001616,Sheffield 006,Barnsley 009,E02001517,1
E02001624,Sheffield 014,Barnsley 009,E02001517,1
E02001640,Sheffield 030,Barnsley 009,E02001517,1
E02001653,Sheffield 043,Barnsley 009,E02001517,1
E02001655,Sheffield 045,Barnsley 009,E02001517,3
E02001656,Sheffield 046,Barnsley 009,E02001517,3
E02001663,Sheffield 053,Barnsley 009,E02001517,1
E02001669,Sheffield 059,Barnsley 009,E02001517,1
E02001670,Sheffield 060,Barnsley 009,E02001517,1
E02001672,Sheffield 062,Barnsley 009,E02001517,2
E02006869,Sheffield 076,Barnsley 009,E02001517,1
E02001509,Barnsley 001,Barnsley 010,E02001518,61
E02001510,Barnsley 002,Barnsley 010,E02001518,72
E02001511,Barnsley 003,Barnsley 010,E02001518,59
E02001512,Barnsley 004,Barnsley 010,E02001518,108
E02001513,Barnsley 005,Barnsley 010,E02001518,92
E02001514,Barnsley 006,Barnsley 010,E02001518,54
E02001515,Barnsley 007,Barnsley 010,E02001518,193
E02001516,Barnsley 008,Barnsley 010,E02001518,76
E02001517,Barnsley 009,Barnsley 010,E02001518,172
E02001518,Barnsley 010,Barnsley 010,E02001518,315
E02001519,Barnsley 011,Barnsley 010,E02001518,91
E02001520,Barnsley 012,Barnsley 010,E02001518,143
E02001521,Barnsley 013,Barnsley 010,E02001518,171
E02001522,Barnsley 014,Barnsley 010,E02001518,16
E02001523,Barnsley 015,Barnsley 010,E02001518,80
E02001524,Barnsley 016,Barnsley 010,E02001518,37
E02001525,Barnsley 017,Barnsley 010,E02001518,81
E02001526,Barnsley 018,Barnsley 010,E02001518,65
E02001527,Barnsley 019,Barnsley 010,E02001518,57
E02001528,Barnsley 020,Barnsley 010,E02001518,60
E02001529,Barnsley 021,Barnsley 010,E02001518,112
E02001530,Barnsley 022,Barnsley 010,E02001518,8
E02001531,Barnsley 023,Barnsley 010,E02001518,33
E02001532,Barnsley 024,Barnsley 010,E02001518,55
E02001533,Barnsley 025,Barnsley 010,E02001518,16
E02001534,Barnsley 026,Barnsley 010,E02001518,59
E02001535,Barnsley 027,Barnsley 010,E02001518,28
E02001536,Barnsley 028,Barnsley 010,E02001518,49
E02001537,Barnsley 029,Barnsley 010,E02001518,50
E02001538,Barnsley 030,Barnsley 010,E02001518,32
E02001543,Doncaster 005,Barnsley 010,E02001518,1
E02001544,Doncaster 006,Barnsley 010,E02001518,1
E02001545,Doncaster 007,Barnsley 010,E02001518,2
E02001547,Doncaster 009,Barnsley 010,E02001518,1
E02001548,Doncaster 010,Barnsley 010,E02001518,1
E02001550,Doncaster 012,Barnsley 010,E02001518,1
E02001552,Doncaster 014,Barnsley 010,E02001518,1
E02001554,Doncaster 016,Barnsley 010,E02001518,1
E02001555,Doncaster 017,Barnsley 010,E02001518,1
E02001556,Doncaster 018,Barnsley 010,E02001518,1
E02001558,Doncaster 020,Barnsley 010,E02001518,3
E02001559,Doncaster 021,Barnsley 010,E02001518,1
E02001562,Doncaster 024,Barnsley 010,E02001518,1
E02001563,Doncaster 025,Barnsley 010,E02001518,4
E02001564,Doncaster 026,Barnsley 010,E02001518,1
E02001565,Doncaster 027,Barnsley 010,E02001518,1
E02001568,Doncaster 030,Barnsley 010,E02001518,1
E02001569,Doncaster 031,Barnsley 010,E02001518,2
E02001570,Doncaster 032,Barnsley 010,E02001518,3
E02001571,Doncaster 033,Barnsley 010,E02001518,2
E02001573,Doncaster 035,Barnsley 010,E02001518,1
E02001577,Doncaster 039,Barnsley 010,E02001518,1
E02001578,Rotherham 001,Barnsley 010,E02001518,17
E02001579,Rotherham 002,Barnsley 010,E02001518,7
E02001580,Rotherham 003,Barnsley 010,E02001518,4
E02001581,Rotherham 004,Barnsley 010,E02001518,3
E02001582,Rotherham 005,Barnsley 010,E02001518,2
E02001583,Rotherham 006,Barnsley 010,E02001518,2
E02001584,Rotherham 007,Barnsley 010,E02001518,2
E02001585,Rotherham 008,Barnsley 010,E02001518,5
E02001586,Rotherham 009,Barnsley 010,E02001518,1
E02001587,Rotherham 010,Barnsley 010,E02001518,2
E02001588,Rotherham 011,Barnsley 010,E02001518,3
E02001589,Rotherham 012,Barnsley 010,E02001518,2
E02001592,Rotherham 015,Barnsley 010,E02001518,1
E02001593,Rotherham 016,Barnsley 010,E02001518,1
E02001594,Rotherham 017,Barnsley 010,E02001518,1
E02001595,Rotherham 018,Barnsley 010,E02001518,2
E02001596,Rotherham 019,Barnsley 010,E02001518,2
E02001599,Rotherham 022,Barnsley 010,E02001518,1
E02001600,Rotherham 023,Barnsley 010,E02001518,1
E02001601,Rotherham 024,Barnsley 010,E02001518,1
E02001602,Rotherham 025,Barnsley 010,E02001518,1
E02001603,Rotherham 026,Barnsley 010,E02001518,2
E02001604,Rotherham 027,Barnsley 010,E02001518,2
E02001605,Rotherham 028,Barnsley 010,E02001518,2
E02001606,Rotherham 029,Barnsley 010,E02001518,1
E02001607,Rotherham 030,Barnsley 010,E02001518,2
E02001609,Rotherham 032,Barnsley 010,E02001518,3
E02001611,Sheffield 001,Barnsley 010,E02001518,2
E02001612,Sheffield 002,Barnsley 010,E02001518,4
E02001613,Sheffield 003,Barnsley 010,E02001518,8
E02001614,Sheffield 004,Barnsley 010,E02001518,8
E02001615,Sheffield 005,Barnsley 010,E02001518,5
E02001616,Sheffield 006,Barnsley 010,E02001518,1
E02001617,Sheffield 007,Barnsley 010,E02001518,1
E02001618,Sheffield 008,Barnsley 010,E02001518,3
E02001619,Sheffield 009,Barnsley 010,E02001518,4
E02001621,Sheffield 011,Barnsley 010,E02001518,1
E02001622,Sheffield 012,Barnsley 010,E02001518,1
E02001625,Sheffield 015,Barnsley 010,E02001518,2
E02001626,Sheffield 016,Barnsley 010,E02001518,2
E02001627,Sheffield 017,Barnsley 010,E02001518,1
E02001628,Sheffield 018,Barnsley 010,E02001518,2
E02001629,Sheffield 019,Barnsley 010,E02001518,1
E02001630,Sheffield 020,Barnsley 010,E02001518,1
E02001633,Sheffield 023,Barnsley 010,E02001518,3
E02001634,Sheffield 024,Barnsley 010,E02001518,2
E02001635,Sheffield 025,Barnsley 010,E02001518,3
E02001637,Sheffield 027,Barnsley 010,E02001518,1
E02001638,Sheffield 028,Barnsley 010,E02001518,1
E02001640,Sheffield 030,Barnsley 010,E02001518,3
E02001642,Sheffield 032,Barnsley 010,E02001518,3
E02001643,Sheffield 033,Barnsley 010,E02001518,1
E02001648,Sheffield 038,Barnsley 010,E02001518,2
E02001650,Sheffield 040,Barnsley 010,E02001518,5
E02001651,Sheffield 041,Barnsley 010,E02001518,3
E02001652,Sheffield 042,Barnsley 010,E02001518,2
E02001654,Sheffield 044,Barnsley 010,E02001518,1
E02001655,Sheffield 045,Barnsley 010,E02001518,1
E02001657,Sheffield 047,Barnsley 010,E02001518,2
E02001660,Sheffield 050,Barnsley 010,E02001518,1
